,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,unique_suit
15084,2,1,3,4,3,5,4,7,4,10,3
15085,1,1,1,2,2,5,4,6,4,10,3
15086,1,2,2,4,2,5,4,7,4,13,3
15087,1,1,1,5,2,7,2,9,4,12,3
15088,1,2,2,3,4,6,4,12,4,13,3
15089,1,5,2,8,3,10,4,12,4,13,4
15090,2,9,2,10,3,12,4,12,4,13,3
15091,1,3,2,5,2,8,3,9,4,13,4
15092,1,2,1,3,1,4,1,12,2,13,2
15093,1,1,1,4,2,5,2,6,4,12,3
15094,1,1,2,6,3,9,3,9,4,13,4
15095,1,2,2,5,2,9,2,10,4,10,3
15096,1,1,1,1,3,3,3,10,4,11,3
15097,1,6,1,7,1,9,3,10,3,13,2
15098,1,2,1,3,2,5,3,8,3,13,3
15099,1,2,1,6,1,7,3,9,4,10,3
15100,2,1,3,3,4,6,4,11,4,13,3
15101,1,1,1,4,2,4,2,7,3,11,3
15102,1,2,2,3,3,6,3,7,4,10,4
15103,1,3,3,5,4,6,4,7,4,8,3
15104,1,1,2,5,2,9,2,10,4,11,3
15105,1,1,1,6,3,8,4,8,4,9,3
15106,1,2,2,3,2,6,2,7,4,13,3
15107,2,2,2,5,2,9,3,11,3,12,2
15108,1,1,1,3,3,8,4,9,4,13,3
15109,1,2,1,3,3,5,3,6,4,9,3
15110,1,4,1,6,1,9,2,11,4,11,3
15111,1,4,2,6,4,7,4,9,4,10,3
15112,1,3,1,7,1,10,1,12,4,12,2
15113,1,3,2,4,2,6,3,11,3,13,3
15114,1,6,1,7,3,8,4,9,4,11,3
15115,1,1,1,2,2,5,3,6,4,13,4
15116,1,2,2,4,2,8,3,9,3,12,3
15117,1,2,1,5,1,8,2,10,2,12,2
15118,1,1,1,4,3,5,4,10,4,11,3
15119,1,5,2,7,2,8,2,9,4,12,3
15120,1,4,1,5,2,6,3,7,4,9,4
15121,1,5,1,6,2,7,3,10,4,11,4
15122,1,2,3,4,4,11,4,13,4,13,3
15123,1,2,3,5,3,7,4,7,4,10,3
15124,3,9,3,10,4,12,4,13,4,13,2
15125,1,2,2,5,3,6,3,11,4,12,4
15126,1,3,1,5,2,8,2,9,4,11,3
15127,1,3,1,3,2,4,3,5,3,10,3
15128,1,3,1,4,2,5,2,6,2,11,2
15129,1,1,1,2,1,7,3,10,3,13,2
15130,1,2,2,5,3,6,4,9,4,12,4
15131,1,3,2,9,3,10,3,10,4,13,4
15132,1,1,2,3,2,8,3,9,4,11,4
15133,1,2,1,3,1,4,2,8,2,9,2
15134,1,1,2,4,2,4,3,9,4,11,4
15135,1,3,2,4,3,7,4,9,4,13,4
15136,1,6,1,11,2,11,2,12,4,12,3
15137,1,3,1,10,2,11,2,12,3,12,3
15138,1,1,3,4,3,8,4,10,4,10,3
15139,1,1,2,1,3,6,4,11,4,13,4
15140,2,2,2,4,4,5,4,10,4,12,2
15141,1,2,2,8,2,10,3,11,4,12,4
15142,1,1,2,2,2,4,2,6,3,12,3
15143,1,5,2,8,2,8,3,12,4,13,4
15144,1,5,1,5,2,6,3,8,4,12,4
15145,1,7,1,10,4,11,4,11,4,12,2
15146,1,1,2,1,2,6,3,10,4,11,4
15147,1,1,1,4,3,12,4,12,4,13,3
15148,1,2,2,5,2,10,3,11,4,13,4
15149,1,1,1,3,2,5,4,7,4,13,3
15150,1,3,2,8,2,9,3,12,4,12,4
15151,1,1,1,5,2,8,2,11,4,13,3
15152,1,1,2,3,4,7,4,9,4,10,3
15153,1,1,2,2,2,6,3,6,4,10,4
15154,1,7,2,7,3,8,3,10,4,10,4
15155,2,4,2,4,3,7,3,8,4,10,3
15156,3,2,3,3,4,6,4,8,4,11,2
15157,1,2,2,3,3,5,3,9,4,13,4
15158,1,2,1,7,3,8,4,12,4,13,3
15159,1,2,2,4,4,8,4,10,4,10,3
15160,1,1,1,3,2,5,3,8,4,13,4
15161,1,4,2,6,2,11,3,11,4,13,4
15162,1,2,2,3,3,7,3,8,4,13,4
15163,1,4,2,6,3,6,4,10,4,13,4
15164,1,2,2,3,2,4,4,9,4,10,3
15165,1,4,2,4,3,7,4,9,4,13,4
15166,1,3,2,6,2,10,3,11,3,12,3
15167,3,6,3,6,3,7,4,10,4,13,2
15168,2,2,2,2,2,4,2,7,4,9,2
15169,1,2,2,4,2,5,2,8,3,10,3
15170,1,2,2,6,2,8,3,10,4,11,4
15171,3,3,4,4,4,9,4,10,4,12,2
15172,2,3,2,4,4,5,4,6,4,9,2
15173,1,2,1,4,2,6,3,7,3,11,3
15174,1,1,1,4,1,11,3,12,4,13,3
15175,1,1,1,4,2,7,3,10,4,11,4
15176,1,1,1,2,2,3,3,8,3,13,3
15177,1,1,1,1,3,8,3,10,4,12,3
15178,1,5,2,9,2,9,4,12,4,13,3
15179,1,2,2,5,3,6,4,7,4,13,4
15180,3,2,3,3,3,9,3,12,4,12,2
15181,2,4,3,6,3,8,3,10,3,11,2
15182,1,2,1,3,2,4,2,10,4,13,3
15183,2,4,2,6,3,6,3,12,3,12,2
15184,2,1,2,2,3,5,4,9,4,13,3
15185,1,1,1,5,1,9,2,9,3,11,3
15186,1,1,2,5,2,6,2,7,4,11,3
15187,1,3,2,8,2,9,4,10,4,13,3
15188,1,4,1,6,3,9,3,9,3,11,2
15189,1,3,1,6,1,6,1,9,2,10,2
15190,2,1,2,4,4,11,4,13,4,13,2
15191,1,1,1,7,3,10,4,13,4,13,3
15192,1,8,1,10,4,12,4,12,4,13,2
15193,1,2,2,5,3,5,4,7,4,8,4
15194,1,1,2,7,2,8,3,11,4,12,4
15195,1,3,2,5,2,6,3,8,4,13,4
15196,1,2,2,2,2,5,4,9,4,11,3
15197,1,1,1,2,3,9,3,12,4,13,3
15198,1,4,1,5,1,7,2,10,4,11,3
15199,1,2,2,3,3,11,4,13,4,13,4
15200,1,1,2,3,3,3,3,9,4,12,4
15201,1,2,2,5,3,6,4,6,4,11,4
15202,1,2,2,5,3,6,4,6,4,10,4
15203,3,3,3,6,4,6,4,10,4,10,2
15204,1,6,1,7,2,10,3,12,4,13,4
15205,1,4,1,4,2,4,2,7,4,10,3
15206,1,1,1,1,2,11,3,12,4,12,4
15207,3,2,3,4,3,7,4,7,4,8,2
15208,2,2,3,3,3,7,3,7,4,12,3
15209,1,1,1,7,2,10,3,11,4,12,4
15210,1,1,2,3,2,7,3,12,4,13,4
15211,1,1,1,2,2,2,2,4,4,8,3
15212,1,6,2,6,2,7,3,12,4,12,4
15213,1,3,1,6,2,7,2,13,4,13,3
15214,1,1,2,1,3,2,3,6,4,10,4
15215,1,1,1,2,2,4,3,7,4,8,4
15216,2,4,3,5,4,7,4,8,4,12,3
15217,1,1,1,8,2,10,4,11,4,13,3
15218,1,2,1,2,2,7,4,10,4,11,3
15219,1,1,2,2,2,7,2,8,4,13,3
15220,1,7,3,7,3,8,3,10,4,11,3
15221,1,2,1,3,2,7,3,12,3,12,3
15222,1,4,1,6,2,6,3,12,4,12,4
15223,1,1,1,1,3,2,4,5,4,11,3
15224,1,3,3,4,3,5,4,9,4,10,3
15225,1,6,3,9,3,11,4,11,4,13,3
15226,1,2,2,2,3,3,4,6,4,8,4
15227,1,6,2,8,2,8,3,9,3,10,3
15228,1,2,1,4,2,7,4,8,4,13,3
15229,1,3,1,4,2,9,3,10,3,10,3
15230,1,4,2,9,2,10,3,12,4,13,4
15231,2,1,3,2,3,4,3,5,4,10,3
15232,1,1,1,3,1,4,1,5,2,9,2
15233,1,1,2,2,2,6,3,12,4,13,4
15234,1,1,4,2,4,6,4,12,4,13,2
15235,2,1,4,3,4,6,4,8,4,11,2
15236,1,1,1,10,1,10,3,12,4,13,3
15237,1,2,2,4,2,8,4,13,4,13,3
15238,1,4,1,9,3,9,4,10,4,11,3
15239,1,3,1,5,3,8,3,10,4,10,3
15240,1,1,1,3,2,4,2,7,3,11,3
15241,1,3,3,6,3,10,4,10,4,12,3
15242,1,1,1,2,1,8,2,12,3,13,3
15243,1,1,1,6,4,7,4,8,4,9,2
15244,1,3,2,8,3,11,4,11,4,13,4
15245,1,1,1,2,2,7,3,10,4,13,4
15246,1,3,1,5,3,10,3,11,4,12,3
15247,1,1,2,1,3,9,4,10,4,12,4
15248,1,1,1,3,2,6,4,9,4,12,3
15249,1,2,1,3,1,7,3,9,3,11,2
15250,1,3,2,6,4,10,4,12,4,13,3
15251,2,2,2,3,4,8,4,9,4,10,2
15252,1,7,1,9,1,9,3,11,3,13,2
15253,1,2,2,4,3,6,3,8,4,10,4
15254,2,1,2,4,3,5,4,7,4,10,3
15255,2,6,2,10,2,10,3,11,4,12,3
15256,1,1,2,2,3,3,4,6,4,12,4
15257,1,1,1,3,2,3,3,9,4,10,4
15258,1,4,2,6,3,10,3,11,4,12,4
15259,1,8,2,8,2,8,3,10,4,10,4
15260,2,2,3,4,4,11,4,12,4,13,3
15261,1,4,2,10,3,10,4,11,4,12,4
15262,1,6,1,6,3,10,3,11,4,11,3
15263,1,8,2,9,3,10,4,11,4,12,4
15264,1,1,1,2,1,5,2,7,3,8,3
15265,1,3,3,4,3,10,4,12,4,13,3
15266,1,1,3,4,3,8,3,9,4,11,3
15267,1,3,2,3,2,3,3,4,3,6,3
15268,1,3,1,4,1,6,3,7,4,10,3
15269,2,4,2,7,3,8,3,12,4,12,3
15270,1,2,1,4,1,9,2,11,4,12,3
15271,1,2,2,3,2,3,4,8,4,10,3
15272,1,1,1,4,2,5,4,11,4,12,3
15273,2,1,3,3,3,6,4,9,4,12,3
15274,1,3,1,6,2,6,2,6,3,9,3
15275,1,6,2,8,2,10,3,11,4,12,4
15276,3,1,3,5,3,6,3,9,4,11,2
15277,1,3,3,4,3,5,4,8,4,11,3
15278,1,3,1,8,2,11,4,13,4,13,3
15279,1,3,2,6,3,7,3,10,4,12,4
15280,1,3,1,3,3,5,3,5,4,7,3
15281,1,2,2,5,2,6,4,9,4,11,3
15282,1,5,1,5,2,9,3,13,4,13,4
15283,1,3,2,10,2,12,3,12,4,13,4
15284,1,1,2,4,2,4,3,8,3,10,3
15285,1,3,2,3,3,3,4,3,4,13,4
15286,1,2,1,3,1,5,4,10,4,11,2
15287,1,5,1,5,2,8,3,8,3,9,3
15288,2,1,2,2,3,4,3,7,4,13,3
15289,1,4,1,6,1,8,1,9,2,12,2
15290,1,1,1,1,1,2,3,4,3,8,2
15291,1,3,2,4,2,5,3,7,4,11,4
15292,1,3,1,5,2,7,2,8,3,11,3
15293,1,3,2,4,3,5,3,11,3,12,3
15294,1,5,4,6,4,7,4,8,4,13,2
15295,3,3,3,8,4,9,4,11,4,13,2
15296,1,3,2,7,2,11,3,12,3,13,3
15297,1,4,1,5,2,6,3,12,4,13,4
15298,1,2,3,4,3,5,4,7,4,9,3
15299,1,3,2,8,2,8,3,12,4,12,4
15300,2,2,2,3,3,4,3,5,4,6,3
15301,1,2,2,5,4,5,4,6,4,11,3
15302,1,1,2,3,2,5,4,8,4,9,3
15303,1,4,1,7,3,7,4,9,4,13,3
15304,2,1,2,5,3,6,3,7,3,9,2
15305,1,3,1,4,1,8,2,8,2,11,2
15306,1,2,2,4,2,5,4,9,4,12,3
15307,1,3,2,6,3,6,4,6,4,11,4
15308,1,3,1,5,1,8,4,12,4,13,2
15309,1,5,2,5,2,9,2,10,4,11,3
15310,1,2,2,2,2,2,3,4,4,9,4
15311,1,4,2,9,3,10,3,10,4,11,4
15312,1,2,1,3,1,5,2,10,2,10,2
15313,1,2,2,6,3,7,3,9,3,13,3
15314,1,3,1,4,2,5,3,6,4,11,4
15315,2,2,2,2,3,4,3,6,4,12,3
15316,1,4,1,6,2,6,3,12,4,13,4
15317,1,1,1,3,2,3,4,12,4,12,3
15318,1,2,2,3,2,7,4,8,4,11,3
15319,1,6,1,8,2,9,3,12,3,13,3
15320,1,1,1,3,1,4,3,4,3,5,2
15321,1,1,1,6,2,9,2,9,4,11,3
15322,2,5,3,8,3,8,4,9,4,10,3
15323,1,2,1,2,3,6,3,8,4,9,3
15324,1,1,2,7,3,9,3,13,4,13,4
15325,2,7,2,7,4,11,4,12,4,13,2
15326,1,3,2,7,2,8,3,9,4,10,4
15327,1,3,2,3,3,4,3,4,4,8,4
15328,1,4,1,6,3,10,3,11,4,13,3
15329,1,4,1,5,2,7,4,9,4,11,3
15330,1,5,1,5,2,8,3,10,3,12,3
15331,1,1,2,1,3,1,3,5,3,13,3
15332,1,2,2,8,2,8,3,11,4,12,4
15333,1,1,3,1,3,11,4,12,4,13,3
15334,1,4,1,6,3,8,4,10,4,13,3
15335,1,1,3,4,3,4,4,9,4,9,3
15336,1,1,1,3,2,3,3,12,4,13,4
15337,1,7,1,10,1,12,2,12,3,13,3
15338,1,6,1,8,2,11,3,12,3,12,3
15339,1,1,2,2,3,3,3,3,4,11,4
15340,1,1,2,2,3,6,3,9,4,11,4
15341,2,1,2,5,2,5,4,8,4,9,2
15342,2,3,2,3,3,6,4,7,4,13,3
15343,2,1,2,1,3,1,4,12,4,13,3
15344,1,5,2,5,3,8,3,11,4,13,4
15345,1,1,2,3,2,5,2,8,3,13,3
15346,1,4,2,6,3,8,3,9,4,9,4
15347,1,2,2,4,2,5,3,8,4,8,4
15348,1,4,2,7,3,7,3,7,4,10,4
15349,1,3,2,3,3,6,3,6,4,12,4
15350,1,2,2,5,2,6,2,8,3,13,3
15351,1,2,2,3,4,5,4,6,4,11,3
15352,3,2,4,5,4,8,4,10,4,10,2
15353,1,1,2,4,3,8,4,10,4,13,4
15354,1,2,1,7,2,8,3,8,4,9,4
15355,2,2,3,3,3,4,4,5,4,6,3
15356,1,1,2,5,3,7,3,10,4,13,4
15357,1,3,1,7,3,10,3,10,4,12,3
15358,1,6,2,7,3,10,4,10,4,12,4
15359,1,2,2,8,2,9,4,11,4,12,3
15360,1,3,2,7,4,8,4,12,4,13,3
15361,1,2,2,5,3,5,3,10,4,10,4
15362,1,3,2,4,2,5,2,6,2,11,2
15363,1,2,2,3,3,5,3,6,4,12,4
15364,1,2,2,2,2,3,3,6,4,11,4
15365,2,1,3,2,4,2,4,10,4,12,3
15366,1,2,3,5,4,6,4,10,4,13,3
15367,2,7,2,8,3,8,3,10,4,13,3
15368,2,1,3,4,3,8,3,8,4,13,3
15369,1,1,2,1,3,2,3,3,4,10,4
15370,1,1,3,7,4,7,4,8,4,10,3
15371,1,5,2,8,3,10,3,10,4,11,4
15372,1,1,1,3,2,4,2,6,4,9,3
15373,1,5,1,5,2,5,3,7,4,12,4
15374,1,8,1,9,2,10,2,10,4,10,3
15375,2,1,3,3,4,5,4,5,4,13,3
15376,1,1,1,4,4,8,4,9,4,12,2
15377,2,4,2,5,2,8,3,12,4,12,3
15378,1,1,2,3,2,8,3,8,3,12,3
15379,1,2,1,3,2,5,2,7,3,13,3
15380,2,6,2,7,2,9,2,9,4,13,2
15381,2,5,3,8,3,11,4,13,4,13,3
15382,1,2,1,4,1,6,4,9,4,13,2
15383,1,1,1,3,1,9,2,13,2,13,2
15384,1,1,1,1,1,4,3,5,3,5,2
15385,2,9,2,9,4,11,4,12,4,13,2
15386,1,5,2,6,2,8,4,9,4,10,3
15387,1,2,2,5,3,8,3,11,4,13,4
15388,2,3,3,5,3,6,3,9,4,10,3
15389,1,1,2,3,4,10,4,11,4,12,3
15390,1,2,1,2,2,6,3,9,4,13,4
15391,1,1,3,1,3,4,4,8,4,10,3
15392,1,2,4,3,4,4,4,6,4,13,2
15393,1,2,1,2,2,7,2,8,3,13,3
15394,1,1,1,1,3,2,4,5,4,10,3
15395,1,4,2,8,3,9,3,10,4,11,4
15396,1,2,1,4,2,7,3,8,4,13,4
15397,1,9,1,10,2,11,4,12,4,13,3
15398,2,1,2,2,2,2,3,3,4,7,3
15399,1,2,2,5,3,6,3,8,4,11,4
15400,1,4,1,7,2,8,2,11,2,12,2
15401,2,1,2,4,3,8,4,11,4,13,3
15402,1,4,1,4,3,7,4,9,4,12,3
15403,1,4,1,5,3,10,4,11,4,12,3
15404,1,1,1,2,2,4,3,11,4,12,4
15405,1,1,2,8,3,9,3,12,4,12,4
15406,1,1,1,2,2,5,2,6,4,10,3
15407,1,3,1,7,2,9,3,10,3,12,3
15408,1,3,3,4,3,7,3,8,4,8,3
15409,1,2,2,4,2,8,3,8,4,11,4
15410,1,1,2,3,2,7,4,8,4,11,3
15411,1,2,1,6,3,8,3,11,3,12,2
15412,1,3,1,5,3,5,4,9,4,10,3
15413,2,2,3,4,3,9,4,10,4,13,3
15414,1,4,2,9,2,10,3,10,4,12,4
15415,1,1,1,6,3,8,4,10,4,13,3
15416,2,5,2,10,3,10,3,10,4,12,3
15417,1,2,2,6,3,7,4,9,4,12,4
15418,1,1,1,2,1,2,4,5,4,5,2
15419,1,3,3,5,3,11,4,12,4,13,3
15420,1,3,2,4,3,6,4,7,4,12,4
15421,1,3,2,5,2,7,3,10,4,13,4
15422,2,4,3,7,4,9,4,11,4,12,3
15423,1,2,1,6,2,9,2,10,3,11,3
15424,2,4,3,4,3,8,4,11,4,13,3
15425,1,1,1,5,1,6,2,9,3,12,3
15426,2,1,2,8,3,9,4,10,4,13,3
15427,2,3,2,5,3,6,3,8,4,12,3
15428,1,1,2,3,3,3,3,5,4,12,4
15429,1,5,2,6,2,9,2,11,3,13,3
15430,2,3,2,6,3,9,3,11,4,12,3
15431,1,3,3,4,3,6,4,7,4,13,3
15432,1,6,1,7,2,8,2,10,4,11,3
15433,1,7,2,8,3,9,3,12,4,13,4
15434,1,4,1,8,1,9,2,12,2,13,2
15435,1,2,2,8,3,10,3,12,4,13,4
15436,1,2,1,3,2,8,2,10,3,11,3
15437,2,2,2,4,3,5,3,9,3,13,2
15438,1,1,1,9,1,9,3,12,4,13,3
15439,1,1,1,2,2,7,4,13,4,13,3
15440,2,3,3,5,3,9,4,9,4,10,3
15441,2,3,2,3,2,8,4,10,4,11,2
15442,1,2,1,4,1,6,2,9,2,11,2
15443,1,3,2,5,3,6,3,10,4,10,4
15444,1,2,1,3,3,4,3,5,3,6,2
15445,2,4,3,5,3,12,3,12,4,13,3
15446,2,2,3,6,4,7,4,10,4,12,3
15447,1,2,2,3,2,4,3,9,4,11,4
15448,1,1,1,7,2,10,2,12,3,12,3
15449,1,8,2,10,3,11,4,12,4,13,4
15450,1,2,2,2,3,10,4,10,4,12,4
15451,3,2,3,4,3,10,4,11,4,13,2
15452,1,1,2,3,2,5,3,7,4,13,4
15453,1,1,2,5,2,6,3,7,4,7,4
15454,1,2,2,2,2,4,3,6,3,7,3
15455,1,3,1,6,2,10,2,12,4,12,3
15456,1,1,2,3,3,10,3,11,4,12,4
15457,1,1,1,5,3,9,4,13,4,13,3
15458,1,1,2,2,2,9,3,10,4,12,4
15459,2,2,2,3,3,4,3,6,4,7,3
15460,1,2,2,2,2,6,3,9,4,12,4
15461,2,3,3,5,3,6,4,11,4,12,3
15462,1,1,1,4,1,7,2,8,4,12,3
15463,1,1,2,3,2,4,3,9,3,10,3
15464,1,6,1,12,3,12,3,13,4,13,3
15465,1,1,3,3,4,3,4,6,4,9,3
15466,1,1,2,1,3,6,4,7,4,8,4
15467,1,1,3,3,4,8,4,9,4,11,3
15468,1,1,1,7,1,8,2,10,3,10,3
15469,1,1,1,4,3,5,3,11,4,12,3
15470,1,1,2,4,3,5,4,5,4,9,4
15471,1,1,3,5,3,10,4,10,4,12,3
15472,1,1,2,3,3,3,4,8,4,12,4
15473,1,3,2,4,3,5,4,5,4,12,4
15474,1,1,2,4,3,7,3,12,4,13,4
15475,1,4,1,5,2,6,3,7,4,8,4
15476,1,2,1,8,2,10,2,12,4,13,3
15477,1,1,3,6,3,9,3,12,4,13,3
15478,1,1,2,3,3,6,4,12,4,12,4
15479,1,5,1,7,2,10,4,11,4,12,3
15480,1,4,3,6,4,11,4,11,4,13,3
15481,1,4,2,5,3,9,3,11,4,12,4
15482,1,2,3,3,3,4,3,8,4,12,3
15483,1,5,1,9,2,12,2,13,4,13,3
15484,1,8,1,9,3,10,3,10,4,12,3
15485,1,1,2,4,2,10,2,12,4,13,3
15486,1,1,2,5,2,6,4,8,4,12,3
15487,2,5,2,6,3,6,3,8,4,10,3
15488,2,6,3,10,3,10,4,10,4,12,3
15489,1,2,1,5,2,5,2,6,3,9,3
15490,2,1,3,2,4,4,4,7,4,10,3
15491,2,8,3,9,3,10,4,11,4,12,3
15492,1,2,1,2,3,5,4,10,4,13,3
15493,1,1,1,3,1,4,1,5,3,6,2
15494,1,2,2,3,3,7,4,8,4,11,4
15495,1,2,1,3,4,5,4,7,4,9,2
15496,1,1,1,4,3,8,3,12,4,13,3
15497,1,1,2,2,2,6,2,7,3,9,3
15498,2,3,2,4,3,7,4,8,4,11,3
15499,2,3,3,6,4,7,4,9,4,9,3
15500,1,3,2,5,3,8,4,8,4,12,4
15501,1,3,2,6,2,8,3,9,3,11,3
15502,1,1,1,4,2,4,2,12,2,13,2
15503,1,3,1,3,2,8,2,8,2,12,2
15504,1,3,1,8,1,9,2,12,2,12,2
15505,1,5,1,6,1,9,2,12,4,13,3
15506,1,1,3,2,3,3,4,4,4,4,3
15507,1,2,2,7,3,7,3,8,4,12,4
15508,1,8,1,9,2,9,2,10,4,11,3
15509,1,5,1,6,1,6,3,7,3,13,2
15510,1,3,2,7,2,8,3,8,4,11,4
15511,1,3,1,8,2,10,3,10,3,11,3
15512,2,2,2,4,3,7,4,7,4,8,3
15513,2,1,3,3,4,6,4,8,4,13,3
15514,1,2,3,6,3,7,4,9,4,12,3
15515,1,5,2,6,2,11,4,13,4,13,3
15516,1,4,1,7,1,10,3,12,4,13,3
15517,2,6,2,7,2,10,3,10,4,12,3
15518,1,5,2,6,2,9,3,11,4,13,4
15519,1,3,2,5,4,6,4,9,4,11,3
15520,1,3,2,3,3,5,4,7,4,9,4
15521,3,2,3,7,3,10,3,11,4,12,2
15522,1,1,1,4,3,7,4,7,4,10,3
15523,1,2,2,5,3,5,4,7,4,12,4
15524,1,4,1,8,1,9,3,9,3,13,2
15525,1,6,1,7,2,8,2,10,4,13,3
15526,1,1,1,2,3,7,4,11,4,13,3
15527,1,5,1,6,2,8,4,8,4,12,3
15528,2,1,2,5,4,9,4,10,4,11,2
15529,1,5,1,8,2,9,3,12,4,13,4
15530,1,1,2,5,2,7,3,8,4,13,4
15531,1,1,2,4,2,4,3,9,3,11,3
15532,1,1,1,10,3,11,3,12,4,13,3
15533,1,2,2,3,4,8,4,9,4,13,3
15534,2,1,3,2,3,6,4,7,4,12,3
15535,1,3,1,4,2,5,2,7,4,12,3
15536,1,3,1,6,2,7,2,8,3,13,3
15537,2,4,3,7,3,8,4,10,4,10,3
15538,1,1,3,2,3,4,3,5,3,13,2
15539,2,8,2,8,3,11,4,12,4,13,3
15540,1,1,1,8,3,8,3,10,4,12,3
15541,1,1,2,2,2,8,3,9,4,10,4
15542,1,4,2,5,3,9,3,10,4,10,4
15543,1,2,1,3,3,8,3,8,4,13,3
15544,1,3,3,5,3,7,4,8,4,10,3
15545,1,1,2,4,3,6,4,12,4,13,4
15546,1,1,1,5,2,10,2,11,3,13,3
15547,2,2,2,6,3,9,3,13,4,13,3
15548,1,1,1,5,3,8,3,8,4,11,3
15549,1,2,2,2,2,3,3,6,4,8,4
15550,1,7,1,8,2,9,3,12,4,13,4
15551,2,3,2,4,2,6,2,7,4,12,2
15552,1,3,2,4,2,4,3,5,4,6,4
15553,1,2,1,6,2,6,2,11,4,12,3
15554,1,2,1,7,2,10,3,13,4,13,4
15555,1,1,1,3,3,8,3,10,4,13,3
15556,1,1,1,5,2,7,2,9,2,12,2
15557,1,1,1,3,3,5,3,7,4,9,3
15558,1,3,3,3,3,6,4,7,4,11,3
15559,1,2,2,2,3,8,3,8,4,12,4
15560,1,2,1,3,2,7,3,8,4,12,4
15561,2,2,3,3,4,3,4,5,4,10,3
15562,1,3,2,5,2,6,3,10,4,13,4
15563,1,1,1,8,2,8,4,11,4,13,3
15564,2,2,2,3,2,11,3,12,4,12,3
15565,1,1,1,2,2,5,2,11,4,11,3
15566,1,2,1,5,2,5,4,7,4,10,3
15567,3,1,3,7,3,9,3,10,4,12,2
15568,1,4,1,4,2,4,3,6,3,11,3
15569,2,3,3,6,4,10,4,11,4,11,3
15570,1,6,1,7,2,9,2,12,3,13,3
15571,1,2,1,5,3,7,4,9,4,13,3
15572,2,1,3,2,3,10,4,13,4,13,3
15573,1,2,3,3,3,5,4,11,4,12,3
15574,2,3,2,7,3,8,4,10,4,12,3
15575,1,2,1,6,3,7,4,8,4,10,3
15576,1,2,1,5,2,9,2,11,4,13,3
15577,1,6,1,11,2,12,3,12,4,13,4
15578,1,2,2,5,2,8,3,11,3,12,3
15579,2,3,2,5,2,6,4,8,4,12,2
15580,1,1,1,3,2,6,3,7,4,12,4
15581,1,2,1,3,3,7,4,10,4,12,3
15582,1,1,2,3,3,3,4,4,4,12,4
15583,1,2,1,2,2,5,2,7,2,12,2
15584,1,1,1,3,2,4,4,10,4,12,3
15585,2,3,2,3,3,7,3,12,4,13,3
15586,1,1,1,4,2,6,3,11,4,12,4
15587,3,3,3,5,4,6,4,9,4,10,2
15588,1,1,2,2,3,3,3,5,4,12,4
15589,1,1,1,1,1,7,4,9,4,13,2
15590,2,2,2,3,3,3,4,6,4,8,3
15591,1,6,1,7,3,10,4,12,4,13,3
15592,4,1,4,5,4,7,4,9,4,13,1
15593,1,2,2,4,2,11,3,12,3,12,3
15594,1,5,1,6,2,11,3,12,4,13,4
15595,1,3,1,6,2,9,3,10,4,12,4
15596,1,1,2,3,2,5,3,8,4,11,4
15597,1,2,1,6,2,6,2,7,3,12,3
15598,1,3,3,3,3,7,3,8,4,11,3
15599,1,5,1,6,2,11,3,11,4,12,4
15600,1,7,1,10,3,10,4,11,4,12,3
15601,1,2,1,4,2,6,2,10,4,11,3
15602,1,3,2,4,3,8,3,10,3,13,3
15603,2,1,3,4,3,8,3,10,3,12,2
15604,1,4,1,5,1,8,1,8,3,9,2
15605,1,1,2,3,2,5,2,6,3,13,3
15606,1,8,1,9,1,9,2,11,3,12,3
15607,1,1,2,2,2,5,4,8,4,11,3
15608,1,5,1,6,4,7,4,10,4,10,2
15609,2,2,2,5,4,6,4,10,4,13,2
15610,2,1,2,3,2,3,3,7,3,13,2
15611,1,1,3,2,4,3,4,5,4,12,3
15612,1,1,1,4,3,6,4,7,4,10,3
15613,1,5,2,6,2,8,4,12,4,13,3
15614,1,6,2,7,3,10,3,11,4,13,4
15615,1,4,1,5,2,6,3,11,4,13,4
15616,1,3,3,4,4,6,4,6,4,12,3
15617,1,3,2,6,2,7,2,9,3,11,3
15618,1,4,2,4,3,6,3,12,4,13,4
15619,2,1,2,1,3,1,4,5,4,8,3
15620,1,1,1,1,2,6,3,8,4,9,4
15621,1,1,1,2,1,10,3,11,3,13,2
15622,1,1,1,2,2,3,2,6,3,6,3
15623,1,1,2,6,3,8,3,10,4,10,4
15624,1,2,2,4,2,8,2,9,4,13,3
15625,2,1,2,1,3,7,3,12,4,13,3
15626,1,1,2,2,2,11,2,13,4,13,3
15627,1,1,2,5,2,6,3,7,3,13,3
15628,2,1,3,2,3,4,3,5,4,10,3
15629,1,3,1,4,2,6,3,7,4,10,4
15630,1,7,1,10,2,10,2,11,2,13,2
15631,1,2,2,3,3,5,4,11,4,13,4
15632,2,1,2,5,2,7,3,11,4,12,3
15633,2,1,2,2,3,5,3,11,4,12,3
15634,2,4,3,7,3,9,3,13,4,13,3
15635,1,5,2,6,3,8,4,12,4,13,4
15636,1,1,1,4,2,8,3,9,4,13,4
15637,1,2,2,6,3,7,3,8,4,8,4
15638,1,6,1,7,1,9,2,9,2,11,2
15639,2,2,3,7,4,10,4,10,4,11,3
15640,1,1,1,5,1,8,3,10,4,12,3
15641,1,1,2,1,3,2,3,4,3,11,3
